,GM,DAY,DATE,ET,LOCAL,AWAY,HOME,AWAY.TV,DUR,HH.RTG,HH.SHR,HH.IMP,P2..IMP,HOME.TV,DUR.1,HH.RTG.1,HH.SHR.1,HH.IMP.1,P2..IMP.1,NAT.TV,CN.TV
4520,826,Sat,2/22/2014,7:00:00 PM,7:00:00 PM,NOP,WAS,FSNO,165,0.76,1.666666667,4.7,NA,CSN-W,150,1.2,2,29,36,,
4521,827,Sat,2/22/2014,7:30:00 PM,7:30:00 PM,NYK,ATL,MSG,150,2,3,150,209,FSS-ATL,150,0.8,1,18,21,NBA TV,
4522,828,Sat,2/22/2014,7:30:00 PM,7:30:00 PM,DAL,DET,FSSW-DAL,150,1.8,4,47,75,FSD,150,1.3,2,25,28,,
4523,829,Sat,2/22/2014,8:30:00 PM,7:30:00 PM,IND,MIL,FSI,165,2.6,5,28,NA,FSNWI,165,1.1,2,10,NA,,
4524,830,Sat,2/22/2014,9:00:00 PM,7:00:00 PM,MIN,UTA,FSNN-MIN,150,1.7,3,30,30,ROOT,150,2.3,5,21,NA,,
4525,831,Sat,2/22/2014,10:00:00 PM,7:00:00 PM,BOS,SAC,CSN-NE,165,1.4,3,34,40,CSN-S,180,2.2,4,31,40,,
4526,832,Sat,2/22/2014,10:30:00 PM,7:30:00 PM,BRK,GSW,YES,150,0.7,1,50,74,CSN-BA,150,3.6,7,90,121,NBA TV,
4527,833,Sun,2/23/2014,1:00:00 PM,12:00:00 PM,LAC,OKC,,NA,,NA,NA,NA,,NA,,,,,ABC,
4528,834,Sun,2/23/2014,3:30:00 PM,3:30:00 PM,CHI,MIA,,NA,,NA,NA,NA,,NA,,,,,ABC,
4529,835,Sun,2/23/2014,6:00:00 PM,6:00:00 PM,WAS,CLE,CSN-W,135,1.1,2,28,33,FSO,150,3.2,5,47,61,,
4530,836,Sun,2/23/2014,6:00:00 PM,6:00:00 PM,ORL,TOR,FSFL,165,0.8,1,12,13,TSN,NA,,,,,,TSN
4531,837,Sun,2/23/2014,8:00:00 PM,6:00:00 PM,SAC,DEN,CSN-S,165,1.6,3,22,25,ASE,150,1,2,15,21,,
4532,838,Sun,2/23/2014,8:00:00 PM,6:00:00 PM,HOU,PHX,CSN-H,165,0.7,1,17,20,FSA,165,2.3,4,42,66,,
4533,839,Sun,2/23/2014,9:00:00 PM,6:00:00 PM,BRK,LAL,YES,150,1.3,2,95,102,TWC SN/TWC D,150,1.8,3,101,168,,
4534,840,Sun,2/23/2014,9:00:00 PM,6:00:00 PM,MIN,POR,FSNN-MIN,150,1.6,3,28,37,CSN-POR,150,4.2,7,50,81,,
4535,841,Mon,2/24/2014,7:00:00 PM,7:00:00 PM,MIL,PHI,FSNWI,150,0.2,NA,2,NA,CSN-P,150,0.7,1,21,28,,
4536,842,Mon,2/24/2014,7:30:00 PM,7:30:00 PM,GSW,DET,CSN-BA,150,2.6,6,65,87,FSD,150,1.4,2,27,43,,
4537,843,Mon,2/24/2014,7:30:00 PM,7:30:00 PM,DAL,NYK,FSSW-DAL,165,1.8,3,49,65,MSG,165,2.9,4,217,301,NBA TV,
4538,844,Mon,2/24/2014,8:00:00 PM,7:00:00 PM,LAC,NOP,FSNP,150,1,2,58,77,FSNO,150,1.4,2,9,NA,,
4539,845,Mon,2/24/2014,9:00:00 PM,7:00:00 PM,BOS,UTA,CSN-NE,150,1.2,2,29,29,ROOT,150,3.4,7,32,NA,,
4540,846,Tue,2/25/2014,7:00:00 PM,7:00:00 PM,TOR,CLE,TSN,NA,,NA,NA,NA,FSO,165,3.1,5,45,53,,TSN
4541,847,Tue,2/25/2014,7:00:00 PM,7:00:00 PM,LAL,IND,TWC SN/TWC D,150,1.3,3,73,112,FSI,135,5.5,9,60,NA,,
4542,848,Tue,2/25/2014,7:00:00 PM,7:00:00 PM,ORL,WAS,FSFL,150,1,1,14,15,CSN-W,135,1.4,2,33,38,,
4543,849,Tue,2/25/2014,7:30:00 PM,7:30:00 PM,CHI,ATL,WGN,150,4.8,8,170,230,FSS-ATL,150,0.9,1,22,28,,
4544,850,Tue,2/25/2014,9:00:00 PM,7:00:00 PM,POR,DEN,CSN-POR,150,5.1,9,61,94,ASE,150,1.6,3,26,30,,
4545,851,Tue,2/25/2014,9:00:00 PM,7:00:00 PM,MIN,PHX,FSNN-MIN,150,2,3,34,35,FSA,150,3.4,5,62,79,,
4546,852,Tue,2/25/2014,10:00:00 PM,7:00:00 PM,HOU,SAC,CSN-H,165,1.6,3,37,60,CSN-S,180,1.8,3,25,30,,
4547,853,Wed,2/26/2014,7:00:00 PM,7:00:00 PM,ORL,PHI,FSFL,150,1,1,15,12,CSN-P,150,0.7,1,19,24,,
4548,854,Wed,2/26/2014,7:30:00 PM,7:30:00 PM,ATL,BOS,FSS-ATL,150,0.9,1,20,22,CSN-NE,150,1.8,3,43,53,,
4549,855,Wed,2/26/2014,8:00:00 PM,7:00:00 PM,GSW,CHI,CSN-BA,150,2.6,5,65,85,CSN-C,150,3.6,6,127,157,,
4550,856,Wed,2/26/2014,8:00:00 PM,7:00:00 PM,NOP,DAL,,NA,,NA,NA,NA,FSSW-DAL,150,1.7,3,45,54,ESPN,
4551,857,Wed,2/26/2014,8:00:00 PM,7:00:00 PM,LAL,MEM,TWC SN/TWC D,150,1.1,2,60,87,SSO-MEM,150,3.6,5,25,NA,,
4552,858,Wed,2/26/2014,8:00:00 PM,7:00:00 PM,CLE,OKC,FSO,150,3.5,5,51,62,FSOK,150,9.6,15,70,NA,,
4553,859,Wed,2/26/2014,8:30:00 PM,7:30:00 PM,DET,SAS,FSD+,150,1,1,18,26,FSSW-SA,135,7.9,12,71,NA,,
4554,860,Wed,2/26/2014,9:00:00 PM,7:00:00 PM,PHX,UTA,FSA,135,1.3,2,25,36,ROOT,150,3.1,6,29,NA,,
4555,861,Wed,2/26/2014,10:00:00 PM,7:00:00 PM,BRK,POR,YES,135,0.5,1,38,56,CSN-POR,150,4,7,47,66,,
4556,862,Wed,2/26/2014,10:30:00 PM,7:30:00 PM,HOU,LAC,CSN-H,165,0.6,1,13,20,FSNP,165,1.4,2,80,111,ESPN,
4557,863,Thu,2/27/2014,7:00:00 PM,7:00:00 PM,MIL,IND,FSNWI,150,0.6,1,5,NA,FSI,150,4.6,8,51,NA,,
4558,864,Thu,2/27/2014,7:00:00 PM,7:00:00 PM,WAS,TOR,CSN-W+,225,0.5,1,13,14,TSN,NA,,,,,,TSN
4559,865,Thu,2/27/2014,8:00:00 PM,8:00:00 PM,NYK,MIA,,NA,,NA,NA,NA,,NA,,,,,TNT,
4560,866,Thu,2/27/2014,10:30:00 PM,8:30:00 PM,BRK,DEN,YES,150,0.1,NA,7,12,,NA,,,,,TNT,
4561,867,Fri,2/28/2014,7:30:00 PM,7:30:00 PM,UTA,CLE,ROOT,135,1.7,4,16,NA,FSO,135,3,5,45,59,,
4562,868,Fri,2/28/2014,8:00:00 PM,7:00:00 PM,MEM,OKC,SSO-MEM,150,3.3,5,22,NA,FSOK,150,8.1,13,59,NA,,
4563,869,Fri,2/28/2014,8:00:00 PM,8:00:00 PM,GSW,NYK,CSN-BA,165,2.3,5,58,83,MSG,165,1.3,2,96,144,ESPN,
4564,870,Fri,2/28/2014,8:30:00 PM,7:30:00 PM,CHI,DAL,CSN-C,150,3,5,105,145,FSSW-DAL,150,2.2,4,59,86,,
4565,871,Fri,2/28/2014,8:30:00 PM,7:30:00 PM,CHA,SAS,SSO-CHA,150,0.55,1,6.2,8,FSSW-SA,135,6.4,12,58,NA,,
4566,872,Fri,2/28/2014,10:30:00 PM,7:30:00 PM,SAC,LAL,KXTV,150,4,6,56,94,TWC SN/TWC D,135,1.8,3,100,169,,
4567,873,Fri,2/28/2014,10:30:00 PM,8:30:00 PM,NOP,PHX,,NA,,NA,NA,NA,FSA,165,2.2,4,41,61,ESPN,
4568,874,Sat,3/1/2014,7:30:00 PM,7:30:00 PM,ORL,MIA,FSFL,150,1.2,2,18,17,SunSpM,165,7.1,13,118,143,,
4569,875,Sat,3/1/2014,7:30:00 PM,7:30:00 PM,WAS,PHI,CSN-W,165,1.8,3,44,55,CSN-P,165,2.3,4,68,95,,
4570,876,Sat,3/1/2014,8:00:00 PM,7:00:00 PM,DET,HOU,FSD,150,1.2,2,22,25,CSN-H,150,1,2,23,46,,
4571,877,Sat,3/1/2014,8:00:00 PM,8:00:00 PM,IND,BOS,FSI,150,5,9,55,NA,CSN-NE,150,2.1,4,51,60,,
4572,878,Sat,3/1/2014,8:30:00 PM,7:30:00 PM,BRK,MIL,YES,150,0.5,1,37,58,FSNWI,150,0.4,1,3,NA,,
4573,879,Sat,3/1/2014,9:00:00 PM,8:00:00 PM,CLE,MEM,FSO,150,3.5,6,53,70,SSO-MEM,150,2.86,4.4,19.2,NA,,
4574,880,Sat,3/1/2014,10:00:00 PM,7:00:00 PM,DEN,POR,ASE,150,1.1,2,17,17,KGW,165,8,15,95,144,NBA TV,
4575,881,Sat,3/1/2014,10:00:00 PM,7:00:00 PM,MIN,SAC,FSNN-MIN,150,1.8,4,31,43,CSN-S,165,1.9,3,27,32,,
4576,882,Sat,3/1/2014,10:30:00 PM,7:30:00 PM,NOP,LAC,FSNO,150,0.5,0.8,3,NA,FSNP,150,0.9,2,50,51,,
4577,883,Sun,3/2/2014,1:00:00 PM,12:00:00 PM,NYK,CHI,,NA,,NA,NA,NA,,NA,,,,,ABC,
4578,884,Sun,3/2/2014,4:00:00 PM,4:00:00 PM,GSW,TOR,CSN-BA,150,2.3,6,57,75,SNET,NA,,,,,,SNET
4579,885,Sun,3/2/2014,6:00:00 PM,6:00:00 PM,UTA,IND,ROOT,150,3.1,8,29,NA,FSI,150,4.2,6,46,NA,,
4580,886,Sun,3/2/2014,6:00:00 PM,6:00:00 PM,PHI,ORL,CSN-P,150,0.7,1,20,40,FSFL,150,1.2,1,17,17,,
4581,887,Sun,3/2/2014,7:00:00 PM,6:00:00 PM,CHA,OKC,SSO-CHA,150,0.6,1,7,14.4,FSOK,150,10,13,73,NA,,
4582,888,Sun,3/2/2014,7:00:00 PM,6:00:00 PM,DAL,SAS,FSSW-DAL,150,1.9,3,52,77,FSSW-SA,150,8.5,13,77,NA,NBA TV,
4583,889,Sun,3/2/2014,8:00:00 PM,6:00:00 PM,ATL,PHX,FSS-ATL,150,0.7,1,16,18,FSA,150,2,3,38,51,,
4584,890,Mon,3/3/2014,7:00:00 PM,7:00:00 PM,MEM,WAS,SSO-MEM,150,3.6,5,24,NA,CSN-W,150,1.8,3,43,53,,
4585,891,Mon,3/3/2014,7:30:00 PM,7:30:00 PM,CHI,BRK,CSN-C,150,3.2,5,115,141,YES,150,1.1,2,81,123,NBA TV,
4586,892,Mon,3/3/2014,7:30:00 PM,7:30:00 PM,NYK,DET,MSG,150,1.6,2,121,180,FSD,150,2,3,37,55,,
4587,893,Mon,3/3/2014,7:30:00 PM,7:30:00 PM,CHA,MIA,SSO-CHA,150,1.1,1,13,18,SunSpM,150,8.5,13,142,190,,
4588,894,Mon,3/3/2014,8:00:00 PM,7:00:00 PM,UTA,MIL,ROOT,150,1.6,3,15,NA,,NA,,,,,,
4589,895,Mon,3/3/2014,9:00:00 PM,7:00:00 PM,MIN,DEN,FSNN-MIN+,165,1.5,3,27,27,ASE,165,1,2,15,19,,
4590,896,Mon,3/3/2014,10:00:00 PM,7:00:00 PM,LAL,POR,TWC SN/TWC D,150,2.6,4,150,213,KGW,150,10.1,16,120,170,,
4591,897,Mon,3/3/2014,10:00:00 PM,7:00:00 PM,NOP,SAC,FSNO,120,0.8,1,5,NA,CSN-S,180,2,3,28,33,NBA TV,
4592,898,Tue,3/4/2014,7:00:00 PM,7:00:00 PM,SAS,CLE,FSSW-SA,150,6.1,10,56,NA,FSO,150,2.8,4,41,49,,
4593,899,Tue,3/4/2014,7:00:00 PM,7:00:00 PM,GSW,IND,CSN-BA,150,2.1,5,52,71,FSI,150,6.1,10,66,NA,,
4594,900,Tue,3/4/2014,8:00:00 PM,7:00:00 PM,MIA,HOU,SunSpM,150,9.5,14,158,209,CSN-H,150,1.2,2,28,45,NBA TV,
4595,901,Tue,3/4/2014,8:00:00 PM,7:00:00 PM,PHI,OKC,CSN-P,150,0.6,1,18,21,FSOK,150,10.4,15,76,NA,,
4596,902,Tue,3/4/2014,9:00:00 PM,7:00:00 PM,LAC,PHX,FSNP,150,1.2,2,68,105,FSA,150,2.8,4,52,76,,
4597,903,Tue,3/4/2014,10:30:00 PM,7:30:00 PM,NOP,LAL,FSNO,150,0.9,2,6,NA,TWC SN/TWC D,150,2,3,112,189,NBA TV,
4598,904,Wed,3/5/2014,7:00:00 PM,7:00:00 PM,IND,CHA,FSI,135,3.5,6,38,NA,SSO-CHA,150,0.6,1,7,9,,
4599,905,Wed,3/5/2014,7:00:00 PM,7:00:00 PM,HOU,ORL,CSN-H,150,0.7,1,16,31,FSFL,150,1.2,2,17,23,,
4600,906,Wed,3/5/2014,7:00:00 PM,7:00:00 PM,UTA,WAS,ROOT,150,2.3,5,21,NA,CSN-W,135,1.5,3,36,46,,
4601,907,Wed,3/5/2014,7:30:00 PM,7:30:00 PM,GSW,BOS,CSN-BA,135,2.6,6,65,72,CSN-NE,135,1.7,3,42,50,,
4602,908,Wed,3/5/2014,7:30:00 PM,7:30:00 PM,MEM,BRK,SSO-MEM,150,2.6,4,17,NA,YES,150,0.8,1,57,72,,
4603,909,Wed,3/5/2014,7:30:00 PM,7:30:00 PM,CHI,DET,CSN-C,135,2.8,5,99,128,FSD,135,1.7,3,32,44,,
4604,910,Wed,3/5/2014,8:00:00 PM,7:00:00 PM,SAC,MIL,CSN-S,180,1.3,2,18,17,FSNWI,150,0.5,1,5,NA,,
4605,911,Wed,3/5/2014,8:00:00 PM,7:00:00 PM,NYK,MIN,MSG,150,2.1,3,158,214,FSNN-MIN,150,2.6,5,46,55,ESPN,
4606,912,Wed,3/5/2014,9:00:00 PM,7:00:00 PM,DAL,DEN,FSSW-DAL,165,1,2,27,38,ASE,165,1.1,2,17,23,,
4607,913,Wed,3/5/2014,10:30:00 PM,7:30:00 PM,ATL,POR,,NA,,NA,NA,NA,CSN-POR,150,3.6,6,43,65,ESPN,
4608,914,Thu,3/6/2014,8:00:00 PM,7:00:00 PM,MIA,SAS,SunSpM,180,6.4,10,106,142,,NA,,,,,TNT,
4609,915,Thu,3/6/2014,9:00:00 PM,7:00:00 PM,OKC,PHX,FSOK,150,11,17,80,NA,FSA,150,3,5,55,75,,
4610,916,Thu,3/6/2014,10:30:00 PM,7:30:00 PM,LAC,LAL,,NA,,NA,NA,NA,,NA,,,,,TNT,
4611,917,Fri,3/7/2014,7:00:00 PM,6:00:00 PM,MEM,CHI,,NA,,NA,NA,NA,CSN-C,150,2.6,5,93,123,ESPN,
4612,918,Fri,3/7/2014,7:00:00 PM,7:00:00 PM,CLE,CHA,FSO,150,3.1,5,47,62,SSO-CHA,150,0.93,1.6,10.8,12.1,,
4613,919,Fri,3/7/2014,7:00:00 PM,7:00:00 PM,SAC,TOR,CSN-S,165,1.5,3,21,22,TSN2,NA,,,,,,TSN2
4614,920,Fri,3/7/2014,7:30:00 PM,7:30:00 PM,BRK,BOS,YES,150,0.6,1,44,68,CSN-NE,150,2.7,5,67,97,,
4615,921,Fri,3/7/2014,7:30:00 PM,7:30:00 PM,UTA,NYK,ROOT,150,2.1,5,19,NA,MSG,150,1.5,3,116,167,,
4616,922,Fri,3/7/2014,8:00:00 PM,7:00:00 PM,DET,MIN,FSD+,150,0.2,NA,5,5,FSNN-MIN,150,1.4,2,24,28,,
4617,923,Fri,3/7/2014,8:00:00 PM,7:00:00 PM,MIL,NOP,FSNWI,150,0.6,1,6,NA,FSNO,150,0.8,1.71,5,NA,,
4618,924,Fri,3/7/2014,8:30:00 PM,7:30:00 PM,POR,DAL,CSN-POR,150,3.4,7,40,55,FSSW-DAL,165,1.8,3,47,60,,
4619,925,Fri,3/7/2014,9:00:00 PM,7:00:00 PM,LAL,DEN,TWC SN/TWC D,150,1,2,57,64,ASE,150,1.5,3,24,27,,
4620,926,Fri,3/7/2014,9:30:00 PM,8:30:00 PM,IND,HOU,FSI,165,2.9,6,31,NA,CSN-H,165,1.1,2,25,42,ESPN,
4621,927,Fri,3/7/2014,10:30:00 PM,7:30:00 PM,ATL,GSW,FSS-ATL,150,0.6,1,14,23,CSN-BA,135,3.5,7,89,130,,
4622,928,Sat,3/8/2014,7:30:00 PM,7:30:00 PM,NYK,CLE,MSG,150,1.8,3,132,199,FSO,165,5.6,9,83,116,NBA TV,
4623,929,Sat,3/8/2014,7:30:00 PM,7:30:00 PM,UTA,PHI,ROOT,150,1.9,5,18,NA,TCN-P,150,0.4,1,12,13,,
4624,930,Sat,3/8/2014,8:00:00 PM,7:00:00 PM,CHA,MEM,SSO-CHA,150,0.66,1.33,7.6,9.4,SSO-MEM,150,2.54,3.9,17.1,NA,,
4626,931,Sat,3/8/2014,9:00:00 PM,8:00:00 PM,WAS,MIL,CSN-W,150,0.2,NA,6,6,,NA,,,,,,
4625,932,Sat,3/8/2014,8:30:00 PM,7:30:00 PM,ORL,SAS,FSFL,150,1.1,2,17,24,FSSW-SA,150,8.3,15,76,NA,,
4627,933,Sat,3/8/2014,10:30:00 PM,7:30:00 PM,ATL,LAC,FSS-ATL,150,0.5,1,13,15,FSNP,150,1.4,3,79,109,,
4628,934,Sun,3/9/2014,1:00:00 PM,12:00:00 PM,MIA,CHI,,NA,,NA,NA,NA,,NA,,,,,ABC,
4629,935,Sun,3/9/2014,3:30:00 PM,12:30:00 PM,OKC,LAL,,NA,,NA,NA,NA,,NA,,,,,ABC,
4630,936,Sun,3/9/2014,6:00:00 PM,5:00:00 PM,DEN,NOP,ASE,180,1.5,3,23,33,FSNO,165,1.618181818,2.545454545,10.45454545,NA,,
4631,937,Sun,3/9/2014,6:00:00 PM,6:00:00 PM,DET,BOS,FSD,165,1.2,2,22,34,CSN-NE,150,1.9,3,45,63,NBA TV,
4632,938,Sun,3/9/2014,6:00:00 PM,6:00:00 PM,SAC,BRK,CSN-S,165,1.2,2,17,20,YES,150,1,2,73,97,,
4633,939,Sun,3/9/2014,7:00:00 PM,6:00:00 PM,POR,HOU,KGW,195,8.2,16,98,145,CSN-H,195,1.4,2,33,56,,
4634,940,Sun,3/9/2014,7:00:00 PM,6:00:00 PM,TOR,MIN,SNET360,NA,,NA,NA,NA,FSNN-MIN+,150,0.8,1,14,16,,SNET360
4635,941,Sun,3/9/2014,7:30:00 PM,6:30:00 PM,IND,DAL,FSI,150,3.2,5,35,NA,FSSW-DAL,165,2,4,53,79,,
4636,942,Sun,3/9/2014,9:00:00 PM,6:00:00 PM,PHX,GSW,FSA,150,2.6,4,47,68,CSN-BA,150,4.6,9,116,163,NBA TV,
4637,943,Mon,3/10/2014,7:00:00 PM,7:00:00 PM,DEN,CHA,ASE2,150,0.2,1,4,6,SSO-CHA,150,0.85,1.55,9.9,11.9,,
4638,944,Mon,3/10/2014,7:30:00 PM,7:30:00 PM,TOR,BRK,TSN2,NA,,NA,NA,NA,YES,150,1,2,74,90,,TSN2
4639,945,Mon,3/10/2014,7:30:00 PM,7:30:00 PM,WAS,MIA,CSN-W+,150,1.7,3,40,52,SunSpM,150,7.2,11,119,172,,
4640,946,Mon,3/10/2014,7:30:00 PM,7:30:00 PM,PHI,NYK,CSN-P,165,0.6,1,16,23,MSG,165,2.2,3,165,225,,
4641,947,Mon,3/10/2014,8:00:00 PM,7:00:00 PM,ORL,MIL,FSFL,135,0.7,1,11,14,FSNWI,135,0.5,1,5,NA,,
4642,948,Mon,3/10/2014,9:00:00 PM,7:00:00 PM,ATL,UTA,FSS-ATL,150,0.6,1,15,21,ROOT,150,3.5,6,32,NA,,
4643,949,Mon,3/10/2014,10:30:00 PM,7:30:00 PM,PHX,LAC,FSA,165,2.2,3,40,55,FSNP,180,2.2,3,126,160,NBA TV,
4644,950,Tue,3/11/2014,7:00:00 PM,7:00:00 PM,BOS,IND,CSN-NE,150,1.5,3,37,49,FSI,150,6,1,66,NA,,
4645,951,Tue,3/11/2014,7:30:00 PM,7:30:00 PM,SAC,DET,CSN-S,165,1.1,2,16,20,FSD,150,1.9,3,35,46,,
4646,952,Tue,3/11/2014,8:00:00 PM,7:00:00 PM,SAS,CHI,FSSW-SA,150,7.4,12,67,NA,WGN,150,5.1,8,180,269,,
4647,953,Tue,3/11/2014,8:00:00 PM,7:00:00 PM,POR,MEM,CSN-POR,150,2.5,5,30,42,SSO-MEM,150,3.9,6,26,NA,,
4648,954,Tue,3/11/2014,8:00:00 PM,7:00:00 PM,MIL,MIN,FSNWI,150,0.4,1,4,NA,FSNN-MIN,150,1.7,3,29,39,,
4649,955,Tue,3/11/2014,8:00:00 PM,7:00:00 PM,HOU,OKC,CSN-H,165,1.5,2,35,51,FSOK,165,11.1,17,81,NA,NBA TV,
4650,956,Tue,3/11/2014,10:30:00 PM,7:30:00 PM,DAL,GSW,FSSW-DAL,150,1.5,3,39,45,CSN-BA,150,4.1,7,103,146,,
4651,957,Wed,3/12/2014,7:00:00 PM,7:00:00 PM,BRK,MIA,YES,165,0.8,1,57,76,SunSpM,165,4.5,7,75,111,ESPN,
4652,958,Wed,3/12/2014,7:00:00 PM,7:00:00 PM,DEN,ORL,ASE2,150,0.59,1.44,9.1,13.4,FSFL,150,0.5,1,7,5,,
4653,959,Wed,3/12/2014,7:00:00 PM,7:00:00 PM,SAC,PHI,CSN-S,180,1.3,3,18,17,CSN-P,150,0.6,1,16,17,,
4654,960,Wed,3/12/2014,7:00:00 PM,7:00:00 PM,DET,TOR,FSD,150,1.1,2,20,34,TSN2,NA,,,,,,TSN2
4655,961,Wed,3/12/2014,7:00:00 PM,7:00:00 PM,CHA,WAS,SSO-CHA,150,0.56,1,6.5,7.5,CSN-W,135,1.1,2,26,27,,
4656,962,Wed,3/12/2014,7:30:00 PM,7:30:00 PM,NYK,BOS,MSG,150,1.8,3,133,189,CSN-NE,150,1.8,3,43,57,,
4657,963,Wed,3/12/2014,8:00:00 PM,7:00:00 PM,MEM,NOP,SSO-MEM,150,2.7,4,18,NA,FSNO,150,1.1,2,8,NA,,
4658,964,Wed,3/12/2014,9:00:00 PM,7:00:00 PM,DAL,UTA,FSSW-DAL,135,1.9,3,50,59,ROOT,135,3.377777778,7.222222222,31.33333333,NA,,
4659,965,Wed,3/12/2014,9:30:00 PM,8:30:00 PM,POR,SAS,CSN-POR,150,2.2,4,26,41,FSSW-SA,150,8,14,73,NA,ESPN,
4660,966,Wed,3/12/2014,10:00:00 PM,7:00:00 PM,CLE,PHX,FSO,165,2.2,4,32,43,FSA,150,2.5,4,46,64,,
4661,967,Wed,3/12/2014,10:30:00 PM,7:30:00 PM,GSW,LAC,CSN-BA,150,5.1,9,129,175,FSNP,150,2,3,114,148,,
4662,968,Thu,3/13/2014,7:00:00 PM,6:00:00 PM,HOU,CHI,,NA,,NA,NA,NA,CSN-C,165,2.4,4,86,126,TNT,
4663,969,Thu,3/13/2014,7:30:00 PM,7:30:00 PM,MIL,ATL,FSNWI,150,0.4,1,4,NA,FSS-ATL,150,0.7,1,15,16,,
4664,970,Thu,3/13/2014,9:30:00 PM,8:30:00 PM,LAL,OKC,TWC SN/TWC D,165,0.8,1,46,70,,NA,,,,,TNT,
4665,971,Fri,3/14/2014,7:00:00 PM,7:00:00 PM,MIN,CHA,FSNN-MIN,NA,,NA,NA,NA,SSO-CHA,150,0.08,,0.8,0.8,,
4666,972,Fri,3/14/2014,7:00:00 PM,7:00:00 PM,WAS,ORL,CSN-W,165,1,2,23,24,FSFL,165,0.6,1,9,7,,
4667,973,Fri,3/14/2014,7:00:00 PM,7:00:00 PM,IND,PHI,FSI,150,4.1,8,45,NA,CSN-P,150,0.7,1,21,25,,
4668,974,Fri,3/14/2014,7:00:00 PM,7:00:00 PM,MEM,TOR,SSO-MEM,150,2.5,4,17,NA,TSN,NA,,,,,,TSN
4669,975,Fri,3/14/2014,7:30:00 PM,7:30:00 PM,PHX,BOS,FSA,135,1.8,4,33,45,CSN-NE,150,2.8,5,68,95,,
4670,976,Fri,3/14/2014,7:30:00 PM,7:30:00 PM,DEN,MIA,ASE,165,1.3,3,20,28,SunSpM,165,5.2,9,86,125,,
4671,977,Fri,3/14/2014,8:00:00 PM,7:00:00 PM,POR,NOP,CSN-POR,150,3.3,7,39,55,FSNO,150,1.6,3,10,NA,,
4672,978,Fri,3/14/2014,8:30:00 PM,7:30:00 PM,LAL,SAS,TWC SN/TWC D,135,0.9,2,49,81,FSSW-SA,150,11.3,20,102,NA,NBA TV,
4673,979,Fri,3/14/2014,9:00:00 PM,7:00:00 PM,LAC,UTA,FSNP,135,0.9,2,54,61,ROOT,135,2.6,6,24,NA,,
4674,980,Fri,3/14/2014,10:30:00 PM,7:30:00 PM,CLE,GSW,FSO,150,1.5,3,23,28,CSN-BA,135,3.4,6,85,123,,
4680,981,Sat,3/15/2014,12:00:00 PM,12:00:00 PM,MIL,NYK,FSNWI,150,0.1,NA,1,NA,MSG,165,1.2,3,91,108,,
4675,982,Sat,3/15/2014,7:00:00 PM,7:00:00 PM,BRK,WAS,YES,150,0.6,1,46,72,CSN-W,150,1.6,3,39,44,,
4676,983,Sat,3/15/2014,7:30:00 PM,7:30:00 PM,DEN,ATL,ASE,150,0.9,2,15,18,FSS-ATL,150,0.6,1,15,15,NBA TV,
4677,984,Sat,3/15/2014,7:30:00 PM,7:30:00 PM,IND,DET,FSI,180,4.2,7,46,NA,FSD,180,1.5,3,28,40,,
4678,985,Sat,3/15/2014,7:30:00 PM,7:30:00 PM,MEM,PHI,SSO-MEM,150,1.7,3,11,NA,CSN-P,150,1,2,31,51,,
4679,986,Sat,3/15/2014,8:00:00 PM,7:00:00 PM,SAC,CHI,KXTV,150,3.2,7,44,65,WGN,165,5.3,10,186,279,,
4681,987,Sun,3/16/2014,1:00:00 PM,12:00:00 PM,CHA,MIL,SSO-CHA,150,0.65,1.2,7.6,7.7,,NA,,,,,,
4682,988,Sun,3/16/2014,1:00:00 PM,1:00:00 PM,PHX,TOR,FSA,150,1.7,4,31,40,SNET1,NA,,,,,,SNET1
4683,989,Sun,3/16/2014,3:30:00 PM,3:30:00 PM,HOU,MIA,,NA,,NA,NA,NA,,NA,,,,,ABC,
4684,990,Sun,3/16/2014,6:00:00 PM,5:00:00 PM,BOS,NOP,CSN-NE,165,1.9,3,47,54,FSNO,180,1.6,3,11,NA,,
4685,991,Sun,3/16/2014,7:00:00 PM,6:00:00 PM,SAC,MIN,CSN-S,165,1.5,3,21,22,FSNN-MIN,150,1.5,3,27,31,,
4686,992,Sun,3/16/2014,7:00:00 PM,6:00:00 PM,DAL,OKC,FSSW-DAL,150,2.8,4,74,114,FSOK,150,8.6,13,63,NA,,
4687,993,Sun,3/16/2014,7:00:00 PM,6:00:00 PM,UTA,SAS,ROOT,135,2.4,6,22,NA,FSSW-SA,135,7.6,13,69,NA,,
4688,994,Sun,3/16/2014,9:00:00 PM,6:00:00 PM,GSW,POR,CSN-BA,150,3.9,8,98,139,KGW,165,8.1,13,95,142,,
4689,995,Sun,3/16/2014,9:30:00 PM,6:30:00 PM,CLE,LAC,FSO,150,2.2,4,32,41,FSNP,150,1.4,3,77,112,NBA TV,
4690,996,Mon,3/17/2014,7:00:00 PM,7:00:00 PM,ATL,CHA,FSS-ATL,135,0.5,1,11,10,SSO-CHA,150,0.59,1,7,7.4,,
4691,997,Mon,3/17/2014,7:00:00 PM,7:00:00 PM,PHI,IND,CSN-P,150,0.6,1,19,25,FSI,165,4.2,7,46,NA,,
4692,998,Mon,3/17/2014,7:30:00 PM,7:30:00 PM,PHX,BRK,FSA,150,2,4,37,52,YES,150,0.5,1,41,63,,
