GM,DAY,DATE,ET,LOCAL,AWAY,HOME,AWAY TV,DUR,HH RTG,HH SHR,HH IMP,P2+ IMP,HOME TV,DUR,HH RTG,HH SHR,HH IMP,P2+ IMP,NAT TV,CN TV
905,Wed,3/1/2017,10:30:00 PM,7:30:00 PM,BRK,SAC,YES,150,0.1,0,9,11,CSN-S,150,2.2,4,30,49,,
906,Thu,3/2/2017,8:00:00 PM,7:00:00 PM,GSW,CHI,,,,,,,,,,,,,TNT,
907,Thu,3/2/2017,9:00:00 PM,7:00:00 PM,CHA,PHX,FSSE-CHA,135,0.48,1,5.8,9,FSA,135,1,2,19,30,,
908,Thu,3/2/2017,10:30:00 PM,7:30:00 PM,OKC,POR,,,,,,,,,,,,,TNT,
909,Fri,3/3/2017,7:00:00 PM,7:00:00 PM,NYK,PHI,MSG,165,1.7,3,122,135,CSN-P,165,1.8,3,53,72,,
910,Fri,3/3/2017,7:00:00 PM,7:00:00 PM,TOR,WAS,TSN1/4/5,,,,,,CSN-W,165,1,4,50,73,,TSN1/4/5
911,Fri,3/3/2017,7:00:00 PM,7:00:00 PM,MIA,ORL,FS-SUN,150,2.5,5,43,56,FSFL,150,0.8,2,13,16,,
912,Fri,3/3/2017,8:00:00 PM,7:00:00 PM,LAC,MIL,FSNP,165,0.4,1,23,33,FSNWI,150,2.3,4,20,,,
913,Fri,3/3/2017,8:00:00 PM,8:00:00 PM,CLE,ATL,FSO,150,8.9,16,133,192,FSSE-ATL,165,0.6,1,15,17,ESPN,
914,Fri,3/3/2017,8:30:00 PM,7:30:00 PM,MEM,DAL,FSSE-MEM,150,1.7,2.6,10.6,,FSSW-DAL,150,1,2,27,37,,
915,Fri,3/3/2017,9:00:00 PM,7:00:00 PM,BRK,UTA,YES,150,0.1,0,9,11,ROOT-RM,150,4.76,9.8,43.5,,,
916,Fri,3/3/2017,9:00:00 PM,7:00:00 PM,OKC,PHX,FSOK,165,9.136363636,14.81818182,66.09090909,,FSA,165,1.7,3,32,44,,
917,Fri,3/3/2017,9:30:00 PM,8:30:00 PM,SAS,NOP,KENS,180,8.3,16,78,,,,,,,,ESPN,
918,Fri,3/3/2017,10:30:00 PM,7:30:00 PM,BOS,LAL,CSN-NE,150,1.9,5,45,57,SpecSN/D,135,1.4,3,76,123,,
919,Sat,3/4/2017,6:00:00 PM,6:00:00 PM,DET,PHI,FSD,135,0.7,1,14,18,TCN-P,135,0.8,2,25,31,,
920,Sat,3/4/2017,8:00:00 PM,7:00:00 PM,TOR,MIL,SN1,,,,,,FSNWI,150,2.4,5,22,,,SN1
921,Sat,3/4/2017,8:00:00 PM,8:00:00 PM,CLE,MIA,FSO,135,7.5,13,112,167,FS-SUN,150,3.3,7,57,86,,
922,Sat,3/4/2017,8:30:00 PM,7:30:00 PM,LAC,CHI,,,,,,,,,,,,,ABC,
923,Sat,3/4/2017,9:00:00 PM,7:00:00 PM,CHA,DEN,FSSE-CHA,135,0.46,1,5.2,7,ASE,135,1.2,3,20,30,,
924,Sat,3/4/2017,9:00:00 PM,8:00:00 PM,MEM,HOU,FSSE-MEM,150,1.4,2.1,8.7,,ROOT-SW,150,2.2,4,55,70,,
925,Sat,3/4/2017,9:00:00 PM,8:00:00 PM,MIN,SAS,FSNN-MIN,165,2.1,4,37,58,FSSW-SA,165,8.1,15,76,,,
926,Sat,3/4/2017,10:00:00 PM,7:00:00 PM,BRK,POR,YES,135,0.1,0,4,4,KGW,150,4.3,8,49,71,,
927,Sun,3/5/2017,3:00:00 PM,3:00:00 PM,IND,ATL,FSI,150,2.3,5,25,,FSSE-ATL,150,0.7,2,16,17,,
928,Sun,3/5/2017,3:30:00 PM,3:30:00 PM,GSW,NYK,,,,,,,,,,,,,ABC,
929,Sun,3/5/2017,5:00:00 PM,3:00:00 PM,BOS,PHX,CSN-NE,165,3.2,6,78,120,FSA,165,1.4,3,27,31,,
930,Sun,3/5/2017,5:00:00 PM,5:00:00 PM,ORL,WAS,FSFL,150,0.6,1,9,10,CSN-W,150,1.3,3,33,40,,
931,Sun,3/5/2017,6:00:00 PM,3:00:00 PM,UTA,SAC,ROOT-RM,180,4.6,10,42,,CSN-S,180,3,6,41,52,NBA TV,
932,Sun,3/5/2017,8:30:00 PM,7:30:00 PM,OKC,DAL,FSOK,150,6.25,9.2,44.9,,FSSW-DAL,150,1.2,2,33,35,ESPN,
933,Sun,3/5/2017,9:30:00 PM,6:30:00 PM,NOP,LAL,FSNO,150,1.45,2.2,9.3,,SpecSN/D,150,1.5,3,83,121,,
934,Mon,3/6/2017,7:00:00 PM,7:00:00 PM,MIL,PHI,FSNWI,150,1.8,3,16,,CSN-P,135,1.1,2,34,45,,
935,Mon,3/6/2017,7:00:00 PM,7:00:00 PM,NYK,ORL,MSG,150,1.3,2,94,101,FSFL,150,0.6,1,8,14,,
936,Mon,3/6/2017,7:00:00 PM,7:00:00 PM,MIA,CLE,FS-SUN,150,4.3,7,73,93,FSO,150,8.6,14,129,170,,
937,Mon,3/6/2017,7:30:00 PM,7:30:00 PM,GSW,ATL,CSN-BA,150,7.7,18,192,263,FSSE-ATL,150,2.9,5,69,84,,
938,Mon,3/6/2017,7:30:00 PM,7:30:00 PM,CHI,DET,CSN-C,150,2,4,71,89,FSD,150,1.7,3,31,35,,
939,Mon,3/6/2017,8:00:00 PM,7:00:00 PM,BRK,MEM,YES,180,0.1,0,7,7,FSSE-MEM,150,1.655555556,2.222222222,10.44444444,,,
940,Mon,3/6/2017,8:00:00 PM,7:00:00 PM,POR,MIN,CSN-POR,,,,,,FSNN-MIN,,,,,,,
941,Mon,3/6/2017,8:00:00 PM,8:00:00 PM,IND,CHA,,,,,,,,,,,,,TNT,
942,Mon,3/6/2017,8:30:00 PM,7:30:00 PM,HOU,SAS,ROOT-SW,150,3.5,6,86,116,FSSW-SA,150,8.3,13,78,,,
943,Mon,3/6/2017,9:00:00 PM,7:00:00 PM,SAC,DEN,CSN-S,150,0.7,1,10,15,ASE,150,0.9,2,15,18,,
944,Mon,3/6/2017,9:00:00 PM,7:00:00 PM,NOP,UTA,FSNO,150,1.5,2,9.333333333,,ROOT-RM,150,4.39,8.3,40.2,,,
945,Mon,3/6/2017,10:30:00 PM,7:30:00 PM,BOS,LAC,CSN-NE,180,1.1,4,27,33,FSNP,180,0.8,1,43,49,TNT,
946,Tue,3/7/2017,8:00:00 PM,7:00:00 PM,POR,OKC,KGW,150,3.3,6,38,48,FSOK,165,8.690909091,12.90909091,62.90909091,,NBA TV,
947,Tue,3/7/2017,8:30:00 PM,7:30:00 PM,LAL,DAL,SpecSN/D,135,0.9,2,52,79,FSSW-DAL,150,2.6,4,70,90,,
948,Tue,3/7/2017,9:00:00 PM,7:00:00 PM,WAS,PHX,CSN-W,180,1.6,3,39,53,FSA,180,1.3,2,25,35,,
949,Wed,3/8/2017,7:00:00 PM,7:00:00 PM,CHI,ORL,CSN-C,150,1.4,3,50,64,FSFL,150,0.4,1,7,10,,
950,Wed,3/8/2017,7:30:00 PM,7:30:00 PM,BRK,ATL,YES,150,0.1,0,11,15,FSSE-ATL,150,1.1,2,26,31,,
951,Wed,3/8/2017,7:30:00 PM,7:30:00 PM,CHA,MIA,FSSE-CHA,150,0.68,1,8,10,FS-SUN,150,4.1,7,69,80,,
952,Wed,3/8/2017,8:00:00 PM,7:00:00 PM,NYK,MIL,MSG,150,1.7,3,122,160,FSNWI,150,2.3,4,21,,,
953,Wed,3/8/2017,8:00:00 PM,7:00:00 PM,TOR,NOP,SN1,,,,,,FSNO,150,1.34,2,8.8,,,SN1
954,Wed,3/8/2017,8:00:00 PM,7:00:00 PM,UTA,HOU,ROOT-RM,150,5.35,11.4,49.2,,ROOT-SW,150,1.8,3,45,54,,
955,Wed,3/8/2017,8:00:00 PM,7:00:00 PM,LAC,MIN,FSNP,150,0.5,1,28,37,FSNN-MIN,150,1.8,3,31,33,,
956,Wed,3/8/2017,8:00:00 PM,8:00:00 PM,DET,IND,FSD,150,1.1,2,21,24,FSI,150,2.1,3,23,,ESPN,
957,Wed,3/8/2017,8:30:00 PM,7:30:00 PM,SAC,SAS,CSN-S,150,0.7,1,9,12,FSSW-SA,150,8.1,14,76,,,
958,Wed,3/8/2017,9:00:00 PM,7:00:00 PM,WAS,DEN,CSN-W,135,1.5,3,36,46,ASE,150,1,2,16,22,,
959,Wed,3/8/2017,10:30:00 PM,7:30:00 PM,BOS,GSW,CSN-NE,150,1.4,4,33,44,CSN-BA,150,9.5,18,236,362,ESPN,
960,Thu,3/9/2017,7:30:00 PM,7:30:00 PM,CLE,DET,FSO,150,10.2,16,152,226,FSD,,,,,,,
961,Thu,3/9/2017,8:00:00 PM,7:00:00 PM,LAC,MEM,FSNP,165,0.6,1,35,53,FSSE-MEM,150,2.22,2.9,13.8,,,
962,Thu,3/9/2017,8:00:00 PM,7:00:00 PM,SAS,OKC,,,,,,,,,,,,,TNT,
963,Thu,3/9/2017,10:00:00 PM,7:00:00 PM,PHI,POR,TCN-P,165,0.6,1,19,24,CSN-POR,150,3.9,7,45,69,,
964,Thu,3/9/2017,10:30:00 PM,8:30:00 PM,LAL,PHX,,,,,,,,,,,,,TNT,
965,Fri,3/10/2017,7:00:00 PM,7:00:00 PM,ORL,CHA,FSFL,135,0.2,0,3,3,FSSE-CHA,135,0.4375,1,5.5,8.6,,
966,Fri,3/10/2017,8:00:00 PM,7:00:00 PM,HOU,CHI,ROOT-SW,150,1.8,3,45,64,WGN,135,2.7,5,94,121,,
967,Fri,3/10/2017,8:00:00 PM,7:00:00 PM,IND,MIL,FSI,150,2.7,5,30,,FSNWI,150,2.2,4,19,,,
968,Fri,3/10/2017,8:00:00 PM,7:00:00 PM,GSW,MIN,CSN-BA,150,6.7,17,166,225,FSNN-MIN,165,2.1,4,37,55,NBA TV,
969,Fri,3/10/2017,8:00:00 PM,8:00:00 PM,TOR,ATL,TSN2,,,,,,FSSE-ATL,150,1.1,2,25,29,,TSN2
970,Fri,3/10/2017,9:00:00 PM,7:00:00 PM,BOS,DEN,CSN-NE,150,2.3,4,56,78,ASE,150,1.1,2,18,23,,
971,Fri,3/10/2017,9:00:00 PM,8:00:00 PM,BRK,DAL,YES,150,0.2,0,12,12,FSSW-DAL,150,0.9,2,23,27,,
972,Fri,3/10/2017,10:30:00 PM,7:30:00 PM,WAS,SAC,CSN-W,165,1.2,3,29,36,CSN-S,150,0.4,1,6,10,NBA TV,
973,Sat,3/11/2017,3:00:00 PM,2:00:00 PM,UTA,OKC,ROOT-RM,165,3.227272727,9.727272727,29.72727273,,FSOK,150,7.13,13.8,51.5,,,
974,Sat,3/11/2017,3:30:00 PM,12:30:00 PM,PHI,LAC,TCN-P,150,1,2,30,33,FSNP,150,0.7,2,37,46,,
975,Sat,3/11/2017,5:00:00 PM,5:00:00 PM,NYK,DET,MSG,150,0.8,2,61,80,FSD,135,1.6,3,30,42,,
976,Sat,3/11/2017,7:00:00 PM,7:00:00 PM,NOP,CHA,FSNO,135,1.433333333,2.333333333,9.222222222,,FSSE-CHA,150,0.66,1.1,7.8,7,,
977,Sat,3/11/2017,7:00:00 PM,7:00:00 PM,CLE,ORL,FSO,150,6.9,13,104,165,FSFL,150,0.7,1,10,15,,
978,Sat,3/11/2017,8:00:00 PM,7:00:00 PM,MIN,MIL,FSNN-MIN,150,1.3,3,23,30,FSNWI,150,2.2,4,19,,,
979,Sat,3/11/2017,8:00:00 PM,8:00:00 PM,TOR,MIA,SN1,,,,,,FS-SUN,165,3.9,7,65,84,,SN1
980,Sat,3/11/2017,8:30:00 PM,7:30:00 PM,GSW,SAS,,,,,,,,,,,,,ABC,
981,Sat,3/11/2017,9:00:00 PM,8:00:00 PM,ATL,MEM,FSSE-ATL,150,0.7,1,18,21,FSSE-MEM,150,0.98,1.5,6.2,,,
982,Sat,3/11/2017,9:00:00 PM,8:00:00 PM,PHX,DAL,FSA,150,1.3,3,25,36,FSSW-DAL,150,1.5,3,40,53,,
983,Sat,3/11/2017,10:00:00 PM,7:00:00 PM,WAS,POR,CSN-W,165,1,2,26,34,CSN-POR,150,2,4,23,40,,
984,Sat,3/11/2017,10:30:00 PM,7:30:00 PM,DEN,SAC,ASE,135,0.5,1,8,9,CSN-S,135,0.2,1,3,3,,
985,Sun,3/12/2017,3:30:00 PM,3:30:00 PM,CHI,BOS,,,,,,,,,,,,,ABC,
986,Sun,3/12/2017,6:00:00 PM,6:00:00 PM,NYK,BRK,MSG,150,0.9,2,66,74,YES,150,0.4,1,29,39,,
987,Sun,3/12/2017,6:00:00 PM,6:00:00 PM,MIA,IND,FS-SUN,150,3.5,7,60,85,FSI,150,3.19,5.2,34.8,,NBA TV,
988,Sun,3/12/2017,9:00:00 PM,6:00:00 PM,POR,PHX,KGW,150,5.5,10,62,95,FSA,135,1.2,2,23,30,,
989,Sun,3/12/2017,9:00:00 PM,8:00:00 PM,CLE,HOU,FSO,150,5.5,9,82,141,ROOT-SW,150,1.6,3,38,47,ESPN,
990,Sun,3/12/2017,9:30:00 PM,6:30:00 PM,PHI,LAL,CSN-P,165,1.2,2,34,42,SpecSN/D,165,1.5,3,83,133,,
991,Mon,3/13/2017,7:00:00 PM,7:00:00 PM,CHI,CHA,CSN-C,150,1.8,3,61,76,FSSE-CHA,135,0.722222222,1,8.333333333,14,,
992,Mon,3/13/2017,7:30:00 PM,7:30:00 PM,DAL,TOR,FSSW-DAL,150,0.5,1,15,17,TSN1/4/5,,,,,,,TSN1/4/5
993,Mon,3/13/2017,8:00:00 PM,7:00:00 PM,MIL,MEM,FSNWI,150,2.3,3,21,,FSSE-MEM,150,1.94,2.6,12.2,,,
994,Mon,3/13/2017,8:00:00 PM,7:00:00 PM,ATL,SAS,,,,,,,,,,,,,TNT,
995,Mon,3/13/2017,8:00:00 PM,7:00:00 PM,WAS,MIN,CSN-W,150,1.9,3,46,75,FSNN-MIN,150,1.6,3,27,37,,
996,Mon,3/13/2017,9:00:00 PM,7:00:00 PM,LAC,UTA,FSNP,150,0.6,1,35,48,ROOT-RM,150,5.11,10,46.6,,,
997,Mon,3/13/2017,10:30:00 PM,7:30:00 PM,ORL,SAC,FSFL,135,0.3,1,5,5,CSN-S,135,2.2,4,30,49,,
998,Mon,3/13/2017,10:30:00 PM,8:30:00 PM,LAL,DEN,,,,,,,,,,,,,TNT,
999,Tue,3/14/2017,7:00:00 PM,7:00:00 PM,DET,CLE,FSD,150,1.2,2,22,28,FSO,135,9.5,15,142,208,NBA TV,
1000,Tue,3/14/2017,7:30:00 PM,7:30:00 PM,OKC,BRK,FSOK,150,7.8,12.27272727,55.36363636,,YES,150,0.4,1,28,40,,
1001,Tue,3/14/2017,7:30:00 PM,7:30:00 PM,IND,NYK,FSI,135,3.1,5,34,,MSG,150,1.1,2,81,94,,
1002,Tue,3/14/2017,8:00:00 PM,7:00:00 PM,POR,NOP,CSN-POR,150,1.6,3,18,23,FSNO,135,0.83,1.111111111,5.2,,,
1003,Tue,3/14/2017,10:30:00 PM,7:30:00 PM,PHI,GSW,CSN-P,165,1.2,3,37,50,CSN-BA,150,9.6,18,238,342,NBA TV,
1004,Wed,3/15/2017,7:00:00 PM,7:00:00 PM,DAL,WAS,FSSW-DAL,165,1,2,28,27,CSN-W,150,1.9,3,47,75,,
1005,Wed,3/15/2017,7:00:00 PM,7:00:00 PM,CHA,IND,FSSE-CHA,150,0.322222222,1,4,8,FSI,135,2.1,4,23,,,
1006,Wed,3/15/2017,7:30:00 PM,7:30:00 PM,MIN,BOS,FSNN-MIN,135,2.4,5,43,67,CSN-NE,135,3.2,5,79,110,,
1007,Wed,3/15/2017,7:30:00 PM,7:30:00 PM,NOP,MIA,FSNO,150,1.07,1.6,6.7,,FS-SUN,150,3.9,7,66,88,,
1008,Wed,3/15/2017,7:30:00 PM,7:30:00 PM,UTA,DET,ROOT-RM,150,4.03,9.6,37.2,,FSD,135,1.1,2,20,19,,
1009,Wed,3/15/2017,8:00:00 PM,7:00:00 PM,MEM,CHI,FSSE-MEM,150,1.92,2.7,12.1,,CSN-C,135,2.1,4,71,89,,
1010,Wed,3/15/2017,8:00:00 PM,7:00:00 PM,LAL,HOU,SpecSN/D,150,0.8,2,45,71,ROOT-SW,150,1.4,2,34,44,,
1011,Wed,3/15/2017,8:00:00 PM,7:00:00 PM,POR,SAS,KGW,165,3.9,8,45,61,KMYS,165,6.1,10,57,,ESPN,
1012,Wed,3/15/2017,10:00:00 PM,7:00:00 PM,SAC,PHX,CSN-S,150,2.2,4,30,47,FSA,135,1.2,2,22,32,,
1013,Wed,3/15/2017,10:30:00 PM,7:30:00 PM,MIL,LAC,,,,,,,FSNP,165,0.8,1,46,58,ESPN,
1014,Thu,3/16/2017,7:00:00 PM,7:00:00 PM,UTA,CLE,ROOT-RM,150,4.26,9.9,39.1,,FSO,150,8.6,15,129,187,NBA TV,
1015,Thu,3/16/2017,7:00:00 PM,7:00:00 PM,OKC,TOR,FSOK,150,7.44,12,53.8,,SN1,,,,,,,SN1
1016,Thu,3/16/2017,7:30:00 PM,7:30:00 PM,BRK,NYK,YES,165,0.3,1,23,26,MSG,165,1.2,2,86,111,,
1017,Thu,3/16/2017,7:30:00 PM,7:30:00 PM,MEM,ATL,FSSE-MEM,150,1.18,1.9,7.3,,FSSE-ATL,150,1,2,25,28,,
1018,Thu,3/16/2017,9:00:00 PM,7:00:00 PM,LAC,DEN,FSNP,135,0.5,1,30,46,ASE,135,1.2,2,19,28,,
1019,Thu,3/16/2017,10:30:00 PM,7:30:00 PM,ORL,GSW,FSFL,135,0.2,0,3,4,CSN-BA,135,10.3,19,255,382,,
1020,Fri,3/17/2017,7:00:00 PM,7:00:00 PM,DAL,PHI,FSSW-DAL,150,0.5,1,13,16,CSN-P,150,1.4,2,40,56,,
1021,Fri,3/17/2017,7:00:00 PM,7:00:00 PM,CHI,WAS,CSN-C,150,0.8,2,29,42,CSN-W,135,0.7,1,18,33,,
1022,Fri,3/17/2017,7:30:00 PM,7:30:00 PM,BOS,BRK,CSN-NE,150,2.4,5,58,77,YES,150,0.4,1,33,48,,
1023,Fri,3/17/2017,7:30:00 PM,7:30:00 PM,TOR,DET,SN1,,,,,,FSD,150,0.6,1,12,13,,SN1
1024,Fri,3/17/2017,8:00:00 PM,7:00:00 PM,HOU,NOP,ROOT-SW,135,1.4,3,34,41,FSNO,150,0.98,1.6,6.2,,,
1025,Fri,3/17/2017,8:00:00 PM,8:00:00 PM,MIN,MIA,FSNN-MIN,150,0.9,2,16,22,FS-SUN,150,4.1,8,70,85,NBA TV,
1026,Fri,3/17/2017,10:00:00 PM,7:00:00 PM,ORL,PHX,FSFL,150,0.2,0,2,3,FSA,150,0.9,2,17,22,,
1027,Fri,3/17/2017,10:30:00 PM,7:30:00 PM,MIL,LAL,FSNWI,165,1.4,3,13,,SpecSN/D,165,1.1,2,59,79,,
1028,Sat,3/18/2017,3:00:00 PM,2:00:00 PM,SAC,OKC,CSN-S,135,1.1,2,16,26,FSOK,150,6.5,14.2,46.8,,,
1029,Sat,3/18/2017,6:00:00 PM,6:00:00 PM,POR,ATL,CSN-POR,150,1.6,4,18,29,FSSE-ATL,150,0.6,1,13,18,,
1030,Sat,3/18/2017,7:00:00 PM,7:00:00 PM,WAS,CHA,CSN-W+,150,0.2,0,5,7,FSSE-CHA,150,0.3,1,3,4,,
1031,Sat,3/18/2017,8:30:00 PM,5:30:00 PM,CLE,LAC,,,,,,,,,,,,,ABC,
1032,Sat,3/18/2017,9:00:00 PM,8:00:00 PM,UTA,CHI,ROOT-RM,150,4.09,9.3,37.6,,WGN,150,2.1,4,72,93,,
1033,Sat,3/18/2017,9:00:00 PM,8:00:00 PM,SAS,MEM,FSSW-SA,150,8.6,16,81,,FSSE-MEM,150,2.25,3.4,14.3,,,
1034,Sat,3/18/2017,9:30:00 PM,7:30:00 PM,HOU,DEN,ROOT-SW,150,1.5,3,36,45,ASE,150,0.9,2,15,20,,
1035,Sat,3/18/2017,10:30:00 PM,7:30:00 PM,MIL,GSW,FSNWI,135,1.3,3,12,,CSN-BA,135,9.5,21,235,341,,
1037,Sun,3/19/2017,1:00:00 PM,1:00:00 PM,BOS,PHI,CSN-NE,150,2.3,6,57,71,CSN-P,150,1.2,3,37,51,,
1038,Sun,3/19/2017,4:30:00 PM,4:30:00 PM,PHX,DET,FSA,150,0.7,1,12,13,FSD,150,0.4,1,7,8,,
1039,Sun,3/19/2017,6:00:00 PM,5:00:00 PM,MIN,NOP,FSNN-MIN+,135,0.5,1,9,10,FSNO,150,1.02,1.7,6.6,,,
1040,Sun,3/19/2017,6:00:00 PM,6:00:00 PM,IND,TOR,FSI,135,0.74,1,8,,SN1,,,,,,NBA TV,SN1
1041,Sun,3/19/2017,6:00:00 PM,6:00:00 PM,POR,MIA,CSN-POR,150,1.7,4,19,35,FS-SUN,150,3,6,51,73,,
1042,Sun,3/19/2017,7:00:00 PM,6:00:00 PM,SAC,SAS,CSN-S,135,1,2,13,19,FSSW-SA,135,5.9,11,55,,,
1043,Sun,3/19/2017,9:30:00 PM,6:30:00 PM,CLE,LAL,FSO,150,7.4,14,111,161,SpecSN/D,135,1.5,3,85,101,,
1036,Sun,3/19/2017,12:00:00 PM,12:00:00 PM,DAL,BRK,FSSW-DAL,165,0.2,1,6,4,YES,150,0.1,0,5,7,,
1044,Mon,3/20/2017,7:00:00 PM,7:00:00 PM,ATL,CHA,FSSE-ATL,135,0.5,1,12,11,FSSE-CHA,150,0.644444444,1,7.888888889,9,,
1045,Mon,3/20/2017,7:00:00 PM,7:00:00 PM,PHI,ORL,CSN-P,180,1.4,2,41,56,FSFL,180,0.5,1,8,12,,
1046,Mon,3/20/2017,7:00:00 PM,7:00:00 PM,UTA,IND,ROOT-RM,150,3.37,8.3,30.9,,FSI,150,2.7,4,29,,,
1047,Mon,3/20/2017,7:30:00 PM,7:30:00 PM,WAS,BOS,CSN-W,150,1.41,2,34,48,CSN-NE,150,3.4,6,81,107,,
1048,Mon,3/20/2017,8:00:00 PM,7:00:00 PM,DEN,HOU,ASE,150,0.7,1,12,19,ROOT-SW,150,1.9,3,48,63,,
1049,Mon,3/20/2017,8:00:00 PM,7:00:00 PM,GSW,OKC,,,,,,,,,,,,,TNT,
1050,Mon,3/20/2017,10:30:00 PM,7:30:00 PM,NYK,LAC,MSG,165,0.5,1,40,48,,,,,,,TNT,
1051,Tue,3/21/2017,7:00:00 PM,7:00:00 PM,CHI,TOR,CSN-C,195,1.5,3,51,72,TSN1/4,,,,,,ESPN,TSN1/4 
1052,Tue,3/21/2017,7:30:00 PM,7:30:00 PM,DET,BRK,FSD+,135,1.2,2,23,24,YES,135,0.3,0,20,20,,
1053,Tue,3/21/2017,7:30:00 PM,7:30:00 PM,PHX,MIA,FSA,150,0.7,2,14,22,FS-SUN,165,4.1,7,70,88,,
1054,Tue,3/21/2017,8:00:00 PM,7:00:00 PM,MEM,NOP,FSSE-MEM,150,1.18,1.7,7.5,,FSNO,135,0.744444444,1.25,4.888888889,,,
1055,Tue,3/21/2017,8:30:00 PM,7:30:00 PM,GSW,DAL,CSN-BA,135,8.8,21,218,311,FSSW-DAL,150,1.3,2,36,39,,
1056,Tue,3/21/2017,9:30:00 PM,8:30:00 PM,SAS,MIN,FSSW-SA,165,7.4,14,70,,FSNN-MIN,165,1.5,3,27,30,ESPN,
1057,Tue,3/21/2017,10:00:00 PM,7:00:00 PM,MIL,POR,FSNWI,150,2.8,5,25,,CSN-POR,150,2.5,4,28,41,,
1058,Tue,3/21/2017,10:30:00 PM,7:30:00 PM,LAC,LAL,FSNP,150,0.8,1,45,74,SpecSN/D,150,1,2,56,76,,
1059,Wed,3/22/2017,7:00:00 PM,7:00:00 PM,CHA,ORL,FSSE-CHA,135,0.711111111,1.125,8.333333333,11.33333333,FSFL,135,0.5,1,7,10,,
1060,Wed,3/22/2017,7:30:00 PM,7:30:00 PM,IND,BOS,FSI,135,2.1,3,22,,CSN-NE,135,3.3,6,81,113,,
1061,Wed,3/22/2017,8:00:00 PM,7:00:00 PM,DET,CHI,FSD,135,0.9,1,17,17,WGN,135,2.1,4,72,97,,
1062,Wed,3/22/2017,8:00:00 PM,7:00:00 PM,PHI,OKC,CSN-P,135,0.7,1,22,30,FSOK,165,7,10.90909091,49.81818182,,,
1063,Wed,3/22/2017,8:00:00 PM,8:00:00 PM,ATL,WAS,FSSE-ATL,165,0.4,1,10,11,CSN-W,165,0.8,1,21,29,ESPN,
1064,Wed,3/22/2017,9:00:00 PM,7:00:00 PM,CLE,DEN,FSO,135,7.9,13,118,145,ASE,135,1.4,3,23,33,,
1065,Wed,3/22/2017,10:30:00 PM,7:30:00 PM,MIL,SAC,FSNWI,135,3.2,7,28,,CSN-S,135,1.5,3,21,37,,
1066,Wed,3/22/2017,10:30:00 PM,8:30:00 PM,NYK,UTA,MSG,150,0.6,1,41,39,ROOT-RM,165,3.927272727,8.545454545,36.27272727,,ESPN,
1067,Thu,3/23/2017,7:30:00 PM,7:30:00 PM,PHX,BRK,FSA+,150,0.4,1,7,8,YES,150,0.2,0,17,18,,
1068,Thu,3/23/2017,7:30:00 PM,7:30:00 PM,TOR,MIA,SN1,,,,,,FS-SUN,150,2.63,5,45,61,NBA TV,SN1
1069,Thu,3/23/2017,8:30:00 PM,7:30:00 PM,LAC,DAL,FSNP,165,0.6,1,33,35,FSSW-DAL,165,0.9,2,23,25,,
1070,Thu,3/23/2017,8:30:00 PM,7:30:00 PM,MEM,SAS,FSSE-MEM,150,2.08,2.9,13.3,,FSSW-SA,150,9.4,16,88,,,
1071,Thu,3/23/2017,10:00:00 PM,7:00:00 PM,NYK,POR,MSG,150,0.3,1,20,19,KGW,150,5.5,9,62,80,,
1072,Fri,3/24/2017,7:00:00 PM,7:00:00 PM,BRK,WAS,YES,135,0.3,0,18,26,CSN-W,135,1,2,25,32,,
1073,Fri,3/24/2017,7:00:00 PM,7:00:00 PM,CLE,CHA,FSO,150,6.7,12,100,134,FSSE-CHA,150,0.45,1,5.3,7,,
1074,Fri,3/24/2017,7:00:00 PM,7:00:00 PM,DET,ORL,FSD+,135,0.5,1,9,9,FSFL,135,0.5,1,7,11,,
1075,Fri,3/24/2017,7:00:00 PM,7:00:00 PM,DEN,IND,ASE,150,0.8,2,14,16,FSI,150,0.9,2,10,,,
1076,Fri,3/24/2017,7:30:00 PM,7:30:00 PM,PHX,BOS,FSA,165,0.7,1,13,18,CSN-NE,165,2.9,5,70,90,,
1077,Fri,3/24/2017,8:00:00 PM,7:00:00 PM,PHI,CHI,CSN-P,150,1.2,2,37,43,WGN,150,2.5,5,85,135,,
1078,Fri,3/24/2017,8:00:00 PM,7:00:00 PM,ATL,MIL,FSSE-ATL,150,0.8,1,20,21,FSNWI,150,2.3,4,21,,NBA TV,
1079,Fri,3/24/2017,8:00:00 PM,7:00:00 PM,NOP,HOU,FSNO,150,1.21,1.9,7.8,,ROOT-SW,150,2,4,49,56,,
1080,Fri,3/24/2017,10:30:00 PM,7:30:00 PM,MIN,LAL,FSNN-MIN,180,1,2,17,24,SpecSN/D,165,1,2,54,97,,
1081,Fri,3/24/2017,10:30:00 PM,7:30:00 PM,SAC,GSW,CSN-S,135,2.4,4,33,51,CSN-BA,135,8.4,16,209,298,,
1082,Sat,3/25/2017,3:30:00 PM,12:30:00 PM,UTA,LAC,ROOT-RM,150,2.75,7.5,25.2,,FSNP,150,0.6,2,32,44,,
1083,Sat,3/25/2017,7:30:00 PM,7:30:00 PM,WAS,CLE,CSN-W,150,1.8,4,45,59,FSO,150,6.8,13,103,173,,
1084,Sat,3/25/2017,8:30:00 PM,7:30:00 PM,TOR,DAL,TSN4/5,,,,,,FSSW-DAL,150,0.4,1,11,12,,TSN4/5
