Entering,Season,ATL,BOS,BRK,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHX,POR,SAC,SAS,TOR,UTA,WAS
2012-11-10,2012-13,0.5,0.4,0.5,0.25,0.6,0.333333333,0.666666667,0.5,0,0.5,0.4,0.333333333,0.666666667,0.333333333,0.8,0.833333333,0.75,0.8,0.6,1,0.666666667,0.4,0.6,0.5,0.4,0.333333333,0.833333333,0.2,0.333333333,0
2012-11-11,2012-13,0.5,0.5,0.5,0.4,0.666666667,0.333333333,0.571428571,0.571428571,0,0.428571429,0.5,0.428571429,0.666666667,0.333333333,0.8,0.833333333,0.6,0.666666667,0.6,1,0.666666667,0.4,0.666666667,0.428571429,0.333333333,0.333333333,0.857142857,0.166666667,0.428571429,0
2012-11-12,2012-13,0.4,0.5,0.6,0.4,0.666666667,0.285714286,0.571428571,0.571428571,0,0.428571429,0.5,0.428571429,0.714285714,0.428571429,0.833333333,0.714285714,0.6,0.666666667,0.6,1,0.714285714,0.333333333,0.666666667,0.428571429,0.333333333,0.285714286,0.857142857,0.166666667,0.428571429,0
2012-11-13,2012-13,0.5,0.571428571,0.6,0.4,0.571428571,0.285714286,0.5,0.5,0,0.428571429,0.428571429,0.428571429,0.714285714,0.428571429,0.833333333,0.75,0.666666667,0.714285714,0.6,1,0.75,0.333333333,0.571428571,0.5,0.285714286,0.285714286,0.857142857,0.142857143,0.5,0
2012-11-14,2012-13,0.5,0.571428571,0.666666667,0.5,0.571428571,0.25,0.5,0.5,0,0.428571429,0.428571429,0.375,0.714285714,0.375,0.833333333,0.75,0.666666667,0.714285714,0.6,1,0.75,0.285714286,0.571428571,0.5,0.375,0.25,0.875,0.25,0.5,0
2012-11-15,2012-13,0.428571429,0.625,0.666666667,0.571428571,0.625,0.25,0.555555556,0.5,0.111111111,0.5,0.5,0.333333333,0.75,0.375,0.857142857,0.666666667,0.714285714,0.625,0.5,1,0.666666667,0.285714286,0.5,0.444444444,0.375,0.25,0.875,0.25,0.444444444,0
2012-11-16,2012-13,0.428571429,0.555555556,0.714285714,0.571428571,0.625,0.25,0.555555556,0.444444444,0.111111111,0.5,0.5,0.333333333,0.75,0.375,0.857142857,0.7,0.714285714,0.625,0.5,1,0.666666667,0.285714286,0.5,0.444444444,0.375,0.25,0.777777778,0.25,0.444444444,0
2012-11-17,2012-13,0.5,0.555555556,0.714285714,0.571428571,0.625,0.25,0.5,0.444444444,0.1,0.555555556,0.444444444,0.4,0.75,0.444444444,0.875,0.7,0.714285714,0.555555556,0.428571429,0.857142857,0.7,0.375,0.555555556,0.4,0.444444444,0.222222222,0.777777778,0.25,0.4,0
2012-11-18,2012-13,0.5,0.6,0.714285714,0.5,0.555555556,0.222222222,0.545454545,0.4,0.1,0.555555556,0.444444444,0.4,0.777777778,0.444444444,0.888888889,0.727272727,0.75,0.555555556,0.375,0.857142857,0.7,0.375,0.555555556,0.363636364,0.444444444,0.222222222,0.8,0.222222222,0.454545455,0
2012-11-19,2012-13,0.5,0.545454545,0.75,0.5,0.5,0.2,0.545454545,0.4,0.181818182,0.5,0.4,0.363636364,0.777777778,0.5,0.888888889,0.727272727,0.75,0.555555556,0.375,0.875,0.727272727,0.333333333,0.6,0.363636364,0.5,0.2,0.8,0.3,0.454545455,0
2012-11-20,2012-13,0.555555556,0.545454545,0.75,0.555555556,0.5,0.2,0.5,0.454545455,0.181818182,0.545454545,0.363636364,0.416666667,0.8,0.5,0.8,0.727272727,0.666666667,0.555555556,0.375,0.875,0.727272727,0.3,0.6,0.363636364,0.5,0.2,0.727272727,0.3,0.5,0
2012-11-21,2012-13,0.555555556,0.545454545,0.666666667,0.555555556,0.5,0.2,0.5,0.454545455,0.181818182,0.545454545,0.363636364,0.416666667,0.8,0.545454545,0.8,0.727272727,0.666666667,0.555555556,0.333333333,0.888888889,0.727272727,0.3,0.636363636,0.363636364,0.5,0.2,0.727272727,0.272727273,0.5,0
2012-11-22,2012-13,0.6,0.5,0.6,0.6,0.454545455,0.272727273,0.538461538,0.5,0.166666667,0.583333333,0.416666667,0.461538462,0.727272727,0.5,0.8,0.75,0.6,0.5,0.3,0.8,0.75,0.363636364,0.583333333,0.416666667,0.454545455,0.272727273,0.75,0.25,0.5,0
2012-11-23,2012-13,0.6,0.5,0.6,0.6,0.454545455,0.272727273,0.538461538,0.5,0.166666667,0.583333333,0.416666667,0.461538462,0.727272727,0.5,0.8,0.75,0.6,0.5,0.3,0.8,0.75,0.363636364,0.583333333,0.416666667,0.454545455,0.272727273,0.75,0.25,0.5,0
2012-11-24,2012-13,0.636363636,0.538461538,0.636363636,0.545454545,0.454545455,0.25,0.538461538,0.538461538,0.230769231,0.538461538,0.461538462,0.428571429,0.666666667,0.461538462,0.818181818,0.75,0.6,0.454545455,0.272727273,0.727272727,0.692307692,0.416666667,0.583333333,0.461538462,0.5,0.25,0.769230769,0.230769231,0.538461538,0
2012-11-25,2012-13,0.666666667,0.538461538,0.636363636,0.583333333,0.5,0.230769231,0.5,0.538461538,0.230769231,0.571428571,0.461538462,0.428571429,0.615384615,0.5,0.818181818,0.769230769,0.545454545,0.416666667,0.272727273,0.727272727,0.714285714,0.416666667,0.538461538,0.461538462,0.5,0.307692308,0.769230769,0.230769231,0.5,0
2012-11-26,2012-13,0.666666667,0.571428571,0.666666667,0.583333333,0.5,0.230769231,0.5,0.571428571,0.214285714,0.571428571,0.461538462,0.428571429,0.615384615,0.5,0.818181818,0.769230769,0.545454545,0.416666667,0.25,0.75,0.714285714,0.384615385,0.571428571,0.428571429,0.461538462,0.307692308,0.785714286,0.214285714,0.5,0
2012-11-27,2012-13,0.666666667,0.571428571,0.692307692,0.538461538,0.461538462,0.214285714,0.5,0.533333333,0.266666667,0.571428571,0.461538462,0.428571429,0.571428571,0.5,0.833333333,0.769230769,0.583333333,0.416666667,0.307692308,0.692307692,0.733333333,0.384615385,0.571428571,0.428571429,0.428571429,0.307692308,0.8,0.214285714,0.533333333,0
2012-11-28,2012-13,0.666666667,0.571428571,0.692307692,0.538461538,0.461538462,0.2,0.466666667,0.533333333,0.266666667,0.571428571,0.5,0.466666667,0.571428571,0.466666667,0.833333333,0.769230769,0.583333333,0.461538462,0.307692308,0.692307692,0.733333333,0.384615385,0.6,0.466666667,0.428571429,0.285714286,0.8,0.2,0.533333333,0
2012-11-29,2012-13,0.692307692,0.533333333,0.714285714,0.5,0.5,0.2,0.4375,0.533333333,0.3125,0.571428571,0.466666667,0.466666667,0.6,0.466666667,0.846153846,0.769230769,0.538461538,0.428571429,0.285714286,0.714285714,0.75,0.357142857,0.6,0.4375,0.4,0.285714286,0.8125,0.1875,0.5625,0.076923077
2012-11-30,2012-13,0.692307692,0.533333333,0.714285714,0.5,0.5,0.2,0.4375,0.5,0.3125,0.6,0.466666667,0.466666667,0.6,0.466666667,0.846153846,0.785714286,0.538461538,0.428571429,0.285714286,0.714285714,0.75,0.357142857,0.6,0.4375,0.4,0.285714286,0.764705882,0.1875,0.5625,0.076923077
2012-12-1,2012-13,0.642857143,0.5625,0.733333333,0.466666667,0.5,0.25,0.4375,0.470588235,0.294117647,0.6,0.466666667,0.5,0.6,0.5,0.857142857,0.785714286,0.5,0.466666667,0.285714286,0.733333333,0.764705882,0.333333333,0.625,0.411764706,0.375,0.266666667,0.764705882,0.235294118,0.529411765,0.071428571
2012-12-2,2012-13,0.642857143,0.529411765,0.6875,0.466666667,0.533333333,0.235294118,0.470588235,0.470588235,0.277777778,0.625,0.5,0.470588235,0.625,0.5,0.8,0.8,0.533333333,0.466666667,0.266666667,0.733333333,0.777777778,0.333333333,0.588235294,0.411764706,0.411764706,0.25,0.777777778,0.235294118,0.5,0.071428571
2012-12-3,2012-13,0.642857143,0.529411765,0.6875,0.466666667,0.533333333,0.235294118,0.470588235,0.470588235,0.277777778,0.625,0.5,0.470588235,0.625,0.470588235,0.8,0.8,0.533333333,0.466666667,0.266666667,0.75,0.777777778,0.375,0.588235294,0.388888889,0.411764706,0.25,0.777777778,0.235294118,0.5,0.071428571
2012-12-4,2012-13,0.642857143,0.529411765,0.6875,0.4375,0.533333333,0.222222222,0.470588235,0.5,0.315789474,0.588235294,0.5,0.470588235,0.647058824,0.470588235,0.8,0.8,0.5,0.466666667,0.3125,0.75,0.777777778,0.411764706,0.588235294,0.388888889,0.444444444,0.25,0.777777778,0.222222222,0.473684211,0.071428571
2012-12-5,2012-13,0.642857143,0.529411765,0.647058824,0.4375,0.5,0.222222222,0.470588235,0.5,0.315789474,0.588235294,0.529411765,0.5,0.647058824,0.444444444,0.8125,0.75,0.5,0.5,0.3125,0.75,0.789473684,0.411764706,0.555555556,0.368421053,0.444444444,0.25,0.777777778,0.222222222,0.473684211,0.133333333
2012-12-6,2012-13,0.666666667,0.555555556,0.647058824,0.411764706,0.529411765,0.210526316,0.444444444,0.473684211,0.3,0.611111111,0.529411765,0.526315789,0.666666667,0.473684211,0.8125,0.75,0.470588235,0.470588235,0.294117647,0.764705882,0.789473684,0.388888889,0.555555556,0.368421053,0.421052632,0.294117647,0.789473684,0.210526316,0.5,0.133333333
2012-12-7,2012-13,0.666666667,0.555555556,0.647058824,0.411764706,0.529411765,0.210526316,0.473684211,0.473684211,0.3,0.611111111,0.529411765,0.526315789,0.666666667,0.473684211,0.8125,0.705882353,0.470588235,0.470588235,0.294117647,0.777777778,0.789473684,0.388888889,0.555555556,0.35,0.421052632,0.294117647,0.789473684,0.210526316,0.5,0.133333333
2012-12-8,2012-13,0.6875,0.526315789,0.611111111,0.388888889,0.555555556,0.2,0.473684211,0.5,0.285714286,0.631578947,0.5,0.5,0.666666667,0.45,0.823529412,0.705882353,0.5,0.5,0.277777778,0.777777778,0.8,0.368421053,0.578947368,0.35,0.421052632,0.333333333,0.8,0.2,0.523809524,0.125
2012-12-9,2012-13,0.705882353,0.55,0.611111111,0.368421053,0.578947368,0.19047619,0.5,0.5,0.318181818,0.65,0.473684211,0.5,0.684210526,0.45,0.777777778,0.722222222,0.5,0.5,0.263157895,0.736842105,0.8,0.368421053,0.55,0.333333333,0.4,0.368421053,0.80952381,0.2,0.523809524,0.117647059
2012-12-10,2012-13,0.705882353,0.55,0.578947368,0.368421053,0.578947368,0.19047619,0.5,0.476190476,0.318181818,0.65,0.473684211,0.476190476,0.7,0.428571429,0.777777778,0.722222222,0.526315789,0.5,0.263157895,0.75,0.80952381,0.4,0.55,0.318181818,0.4,0.368421053,0.80952381,0.19047619,0.545454545,0.117647059
2012-12-11,2012-13,0.666666667,0.55,0.578947368,0.35,0.578947368,0.19047619,0.523809524,0.476190476,0.304347826,0.666666667,0.45,0.476190476,0.7,0.428571429,0.777777778,0.736842105,0.526315789,0.5,0.263157895,0.75,0.80952381,0.4,0.571428571,0.318181818,0.428571429,0.35,0.818181818,0.181818182,0.545454545,0.117647059
2012-12-12,2012-13,0.666666667,0.55,0.55,0.35,0.55,0.227272727,0.523809524,0.5,0.291666667,0.666666667,0.45,0.476190476,0.714285714,0.409090909,0.777777778,0.736842105,0.526315789,0.5,0.25,0.761904762,0.80952381,0.4,0.571428571,0.318181818,0.428571429,0.35,0.818181818,0.181818182,0.545454545,0.166666667
2012-12-13,2012-13,0.684210526,0.571428571,0.571428571,0.333333333,0.571428571,0.217391304,0.5,0.47826087,0.291666667,0.681818182,0.476190476,0.5,0.727272727,0.409090909,0.736842105,0.7,0.55,0.526315789,0.238095238,0.761904762,0.818181818,0.380952381,0.545454545,0.347826087,0.428571429,0.333333333,0.782608696,0.173913043,0.565217391,0.157894737
2012-12-14,2012-13,0.7,0.571428571,0.571428571,0.318181818,0.571428571,0.217391304,0.5,0.47826087,0.291666667,0.681818182,0.476190476,0.5,0.727272727,0.391304348,0.736842105,0.7,0.55,0.526315789,0.238095238,0.772727273,0.818181818,0.380952381,0.545454545,0.347826087,0.454545455,0.333333333,0.75,0.173913043,0.565217391,0.157894737
2012-12-15,2012-13,0.7,0.545454545,0.590909091,0.318181818,0.571428571,0.208333333,0.47826087,0.5,0.28,0.652173913,0.5,0.52173913,0.727272727,0.416666667,0.7,0.7,0.571428571,0.55,0.227272727,0.772727273,0.826086957,0.409090909,0.52173913,0.375,0.454545455,0.318181818,0.75,0.208333333,0.541666667,0.15
2012-12-16,2012-13,0.666666667,0.52173913,0.565217391,0.304347826,0.590909091,0.2,0.458333333,0.5,0.269230769,0.666666667,0.5,0.541666667,0.739130435,0.416666667,0.714285714,0.714285714,0.545454545,0.571428571,0.227272727,0.782608696,0.826086957,0.434782609,0.52173913,0.375,0.454545455,0.318181818,0.76,0.208333333,0.52,0.142857143
2012-12-17,2012-13,0.666666667,0.52173913,0.565217391,0.304347826,0.590909091,0.2,0.458333333,0.52,0.269230769,0.666666667,0.47826087,0.541666667,0.739130435,0.44,0.714285714,0.714285714,0.545454545,0.571428571,0.217391304,0.782608696,0.826086957,0.434782609,0.5,0.375,0.47826087,0.304347826,0.76,0.24,0.52,0.142857143
2012-12-18,2012-13,0.666666667,0.52173913,0.565217391,0.304347826,0.565217391,0.2,0.458333333,0.52,0.259259259,0.666666667,0.5,0.541666667,0.75,0.44,0.727272727,0.714285714,0.545454545,0.545454545,0.217391304,0.75,0.833333333,0.458333333,0.5,0.4,0.47826087,0.291666667,0.730769231,0.24,0.52,0.142857143
2012-12-19,2012-13,0.681818182,0.5,0.541666667,0.291666667,0.583333333,0.192307692,0.48,0.538461538,0.259259259,0.68,0.5,0.52,0.75,0.461538462,0.727272727,0.727272727,0.565217391,0.52173913,0.208333333,0.75,0.833333333,0.458333333,0.48,0.4,0.47826087,0.291666667,0.703703704,0.269230769,0.538461538,0.136363636
2012-12-20,2012-13,0.652173913,0.52,0.52,0.28,0.583333333,0.185185185,0.48,0.538461538,0.25,0.653846154,0.52,0.538461538,0.76,0.461538462,0.739130435,0.727272727,0.541666667,0.52173913,0.2,0.76,0.84,0.48,0.461538462,0.423076923,0.47826087,0.32,0.703703704,0.296296296,0.518518519,0.130434783
2012-12-21,2012-13,0.652173913,0.52,0.52,0.28,0.583333333,0.185185185,0.461538462,0.518518519,0.25,0.653846154,0.52,0.538461538,0.76,0.461538462,0.739130435,0.739130435,0.541666667,0.541666667,0.2,0.76,0.807692308,0.48,0.461538462,0.423076923,0.5,0.32,0.703703704,0.296296296,0.518518519,0.130434783
2012-12-22,2012-13,0.625,0.5,0.52,0.269230769,0.6,0.178571429,0.444444444,0.518518519,0.275862069,0.666666667,0.52,0.555555556,0.769230769,0.461538462,0.75,0.739130435,0.56,0.541666667,0.192307692,0.730769231,0.807692308,0.461538462,0.481481481,0.423076923,0.5,0.307692308,0.714285714,0.321428571,0.518518519,0.125
2012-12-23,2012-13,0.64,0.5,0.52,0.259259259,0.576923077,0.206896552,0.444444444,0.535714286,0.3,0.642857143,0.538461538,0.571428571,0.769230769,0.481481481,0.72,0.75,0.538461538,0.541666667,0.185185185,0.730769231,0.807692308,0.461538462,0.481481481,0.407407407,0.52,0.307692308,0.714285714,0.321428571,0.5,0.12
2012-12-24,2012-13,0.64,0.5,0.538461538,0.259259259,0.576923077,0.206896552,0.428571429,0.535714286,0.3,0.642857143,0.538461538,0.571428571,0.777777778,0.481481481,0.72,0.75,0.538461538,0.52,0.185185185,0.740740741,0.807692308,0.444444444,0.464285714,0.392857143,0.5,0.333333333,0.724137931,0.321428571,0.517241379,0.12
2012-12-25,2012-13,0.64,0.5,0.538461538,0.259259259,0.576923077,0.206896552,0.428571429,0.535714286,0.3,0.642857143,0.538461538,0.571428571,0.777777778,0.481481481,0.72,0.75,0.538461538,0.52,0.185185185,0.740740741,0.807692308,0.444444444,0.464285714,0.392857143,0.5,0.333333333,0.724137931,0.321428571,0.517241379,0.12
2012-12-26,2012-13,0.64,0.518518519,0.518518519,0.259259259,0.555555556,0.206896552,0.428571429,0.517241379,0.3,0.642857143,0.555555556,0.571428571,0.785714286,0.5,0.72,0.76,0.538461538,0.52,0.185185185,0.714285714,0.777777778,0.444444444,0.464285714,0.392857143,0.5,0.333333333,0.724137931,0.321428571,0.517241379,0.12
2012-12-27,2012-13,0.653846154,0.518518519,0.5,0.25,0.555555556,0.233333333,0.428571429,0.533333333,0.290322581,0.655172414,0.571428571,0.571428571,0.785714286,0.482758621,0.692307692,0.769230769,0.555555556,0.5,0.214285714,0.724137931,0.777777778,0.428571429,0.482758621,0.379310345,0.518518519,0.321428571,0.733333333,0.310344828,0.5,0.115384615
2012-12-28,2012-13,0.653846154,0.5,0.5,0.25,0.555555556,0.233333333,0.413793103,0.533333333,0.290322581,0.655172414,0.571428571,0.571428571,0.793103448,0.482758621,0.692307692,0.769230769,0.555555556,0.5,0.214285714,0.724137931,0.785714286,0.428571429,0.482758621,0.379310345,0.518518519,0.321428571,0.733333333,0.310344828,0.5,0.115384615
2012-12-29,2012-13,0.666666667,0.5,0.517241379,0.24137931,0.555555556,0.225806452,0.4,0.548387097,0.3125,0.666666667,0.551724138,0.586206897,0.8,0.5,0.692307692,0.740740741,0.555555556,0.5,0.206896552,0.7,0.785714286,0.413793103,0.466666667,0.366666667,0.5,0.344827586,0.741935484,0.333333333,0.483870968,0.148148148
2012-12-30,2012-13,0.678571429,0.482758621,0.533333333,0.233333333,0.571428571,0.21875,0.4,0.53125,0.3125,0.677419355,0.533333333,0.566666667,0.8,0.5,0.703703704,0.714285714,0.571428571,0.518518519,0.233333333,0.7,0.793103448,0.4,0.451612903,0.35483871,0.517241379,0.344827586,0.741935484,0.35483871,0.483870968,0.142857143
2012-12-31,2012-13,0.678571429,0.466666667,0.533333333,0.233333333,0.571428571,0.21875,0.387096774,0.53125,0.333333333,0.677419355,0.533333333,0.566666667,0.806451613,0.5,0.703703704,0.714285714,0.551724138,0.518518519,0.233333333,0.7,0.793103448,0.4,0.451612903,0.35483871,0.517241379,0.366666667,0.75,0.35483871,0.46875,0.142857143
2013-1-1,2012-13,0.655172414,0.466666667,0.516129032,0.258064516,0.551724138,0.21875,0.387096774,0.53125,0.333333333,0.677419355,0.548387097,0.580645161,0.806451613,0.5,0.678571429,0.724137931,0.551724138,0.518518519,0.233333333,0.7,0.8,0.387096774,0.451612903,0.34375,0.517241379,0.366666667,0.757575758,0.35483871,0.46875,0.142857143
2013-1-2,2012-13,0.666666667,0.466666667,0.516129032,0.258064516,0.551724138,0.21875,0.40625,0.545454545,0.352941176,0.677419355,0.548387097,0.580645161,0.78125,0.483870968,0.678571429,0.724137931,0.551724138,0.518518519,0.225806452,0.677419355,0.8,0.387096774,0.46875,0.34375,0.533333333,0.35483871,0.757575758,0.35483871,0.46875,0.137931034
2013-1-3,2012-13,0.666666667,0.451612903,0.53125,0.258064516,0.566666667,0.212121212,0.393939394,0.545454545,0.352941176,0.6875,0.5625,0.59375,0.757575758,0.483870968,0.689655172,0.733333333,0.533333333,0.5,0.21875,0.677419355,0.774193548,0.375,0.454545455,0.363636364,0.516129032,0.375,0.764705882,0.375,0.484848485,0.133333333
2013-1-4,2012-13,0.666666667,0.451612903,0.53125,0.258064516,0.566666667,0.212121212,0.393939394,0.529411765,0.352941176,0.6875,0.5625,0.59375,0.757575758,0.483870968,0.689655172,0.733333333,0.533333333,0.517241379,0.21875,0.6875,0.774193548,0.375,0.454545455,0.363636364,0.516129032,0.375,0.742857143,0.375,0.484848485,0.133333333
2013-1-5,2012-13,0.64516129,0.46875,0.545454545,0.25,0.580645161,0.235294118,0.393939394,0.529411765,0.371428571,0.6875,0.575757576,0.575757576,0.764705882,0.46875,0.666666667,0.709677419,0.516129032,0.517241379,0.21875,0.6875,0.78125,0.375,0.441176471,0.352941176,0.53125,0.393939394,0.742857143,0.363636364,0.5,0.129032258
2013-1-6,2012-13,0.625,0.484848485,0.558823529,0.25,0.580645161,0.228571429,0.382352941,0.542857143,0.371428571,0.666666667,0.588235294,0.588235294,0.771428571,0.46875,0.666666667,0.709677419,0.5,0.5,0.242424242,0.696969697,0.78125,0.363636364,0.428571429,0.352941176,0.545454545,0.382352941,0.75,0.363636364,0.485714286,0.129032258
2013-1-7,2012-13,0.625,0.484848485,0.558823529,0.272727273,0.580645161,0.228571429,0.382352941,0.555555556,0.361111111,0.666666667,0.588235294,0.588235294,0.771428571,0.454545455,0.677419355,0.71875,0.5,0.5,0.242424242,0.696969697,0.787878788,0.363636364,0.428571429,0.342857143,0.545454545,0.382352941,0.75,0.352941176,0.485714286,0.125
2013-1-8,2012-13,0.625,0.5,0.558823529,0.272727273,0.59375,0.222222222,0.371428571,0.555555556,0.361111111,0.666666667,0.588235294,0.588235294,0.771428571,0.454545455,0.6875,0.71875,0.5,0.5,0.264705882,0.676470588,0.764705882,0.352941176,0.428571429,0.342857143,0.558823529,0.371428571,0.72972973,0.352941176,0.5,0.151515152
2013-1-9,2012-13,0.606060606,0.5,0.571428571,0.272727273,0.59375,0.222222222,0.371428571,0.555555556,0.361111111,0.666666667,0.6,0.6,0.771428571,0.441176471,0.6875,0.696969697,0.515151515,0.516129032,0.264705882,0.676470588,0.764705882,0.352941176,0.416666667,0.333333333,0.558823529,0.371428571,0.72972973,0.352941176,0.5,0.151515152
2013-1-10,2012-13,0.588235294,0.514285714,0.571428571,0.264705882,0.575757576,0.243243243,0.361111111,0.567567568,0.361111111,0.647058824,0.583333333,0.6,0.777777778,0.428571429,0.696969697,0.696969697,0.529411765,0.5,0.285714286,0.676470588,0.771428571,0.342857143,0.405405405,0.324324324,0.558823529,0.371428571,0.736842105,0.371428571,0.513513514,0.151515152
2013-1-11,2012-13,0.588235294,0.514285714,0.571428571,0.264705882,0.575757576,0.243243243,0.378378378,0.567567568,0.361111111,0.647058824,0.583333333,0.611111111,0.777777778,0.428571429,0.696969697,0.676470588,0.529411765,0.5,0.285714286,0.657142857,0.771428571,0.342857143,0.405405405,0.324324324,0.571428571,0.361111111,0.736842105,0.371428571,0.513513514,0.151515152
2013-1-12,2012-13,0.6,0.527777778,0.583333333,0.257142857,0.588235294,0.236842105,0.378378378,0.578947368,0.378378378,0.657142857,0.567567568,0.611111111,0.777777778,0.416666667,0.705882353,0.676470588,0.514285714,0.484848485,0.305555556,0.638888889,0.777777778,0.342857143,0.405405405,0.315789474,0.555555556,0.361111111,0.717948718,0.388888889,0.5,0.151515152
2013-1-13,2012-13,0.583333333,0.527777778,0.583333333,0.25,0.571428571,0.236842105,0.394736842,0.578947368,0.368421053,0.657142857,0.552631579,0.621621622,0.756756757,0.416666667,0.685714286,0.685714286,0.514285714,0.484848485,0.305555556,0.638888889,0.777777778,0.361111111,0.421052632,0.333333333,0.555555556,0.351351351,0.717948718,0.388888889,0.512820513,0.176470588
2013-1-14,2012-13,0.583333333,0.527777778,0.594594595,0.25,0.571428571,0.230769231,0.394736842,0.58974359,0.368421053,0.638888889,0.552631579,0.605263158,0.756756757,0.432432432,0.685714286,0.685714286,0.527777778,0.470588235,0.297297297,0.648648649,0.783783784,0.361111111,0.421052632,0.333333333,0.540540541,0.351351351,0.725,0.378378378,0.512820513,0.176470588
2013-1-15,2012-13,0.567567568,0.540540541,0.594594595,0.243243243,0.583333333,0.225,0.41025641,0.58974359,0.368421053,0.638888889,0.552631579,0.605263158,0.763157895,0.432432432,0.666666667,0.666666667,0.527777778,0.457142857,0.297297297,0.648648649,0.789473684,0.351351351,0.421052632,0.325,0.540540541,0.368421053,0.725,0.378378378,0.525,0.2
2013-1-16,2012-13,0.567567568,0.540540541,0.605263158,0.236842105,0.583333333,0.225,0.41025641,0.6,0.368421053,0.638888889,0.538461538,0.615384615,0.769230769,0.447368421,0.666666667,0.666666667,0.513513514,0.457142857,0.315789474,0.648648649,0.789473684,0.351351351,0.41025641,0.325,0.526315789,0.368421053,0.725,0.368421053,0.525,0.2
2013-1-17,2012-13,0.578947368,0.526315789,0.58974359,0.236842105,0.594594595,0.243902439,0.425,0.585365854,0.368421053,0.621621622,0.525,0.6,0.769230769,0.447368421,0.648648649,0.675675676,0.513513514,0.457142857,0.333333333,0.648648649,0.794871795,0.368421053,0.41025641,0.325,0.512820513,0.384615385,0.731707317,0.358974359,0.525,0.194444444
2013-1-18,2012-13,0.578947368,0.526315789,0.58974359,0.236842105,0.594594595,0.243902439,0.425,0.585365854,0.358974359,0.621621622,0.525,0.6,0.775,0.435897436,0.648648649,0.684210526,0.526315789,0.444444444,0.333333333,0.657894737,0.794871795,0.368421053,0.41025641,0.317073171,0.512820513,0.384615385,0.731707317,0.358974359,0.525,0.194444444
2013-1-19,2012-13,0.564102564,0.512820513,0.6,0.256410256,0.605263158,0.243902439,0.414634146,0.571428571,0.358974359,0.605263158,0.512195122,0.609756098,0.775,0.435897436,0.657894737,0.684210526,0.526315789,0.444444444,0.333333333,0.657894737,0.8,0.358974359,0.425,0.317073171,0.512820513,0.375,0.738095238,0.35,0.525,0.216216216
2013-1-20,2012-13,0.55,0.512820513,0.6,0.25,0.58974359,0.238095238,0.414634146,0.571428571,0.358974359,0.615384615,0.5,0.609756098,0.780487805,0.435897436,0.666666667,0.684210526,0.538461538,0.459459459,0.325,0.657894737,0.8,0.358974359,0.425,0.317073171,0.5,0.390243902,0.744186047,0.35,0.536585366,0.210526316
2013-1-21,2012-13,0.55,0.5,0.6,0.25,0.58974359,0.238095238,0.428571429,0.581395349,0.375,0.615384615,0.5,0.609756098,0.780487805,0.425,0.666666667,0.684210526,0.538461538,0.459459459,0.325,0.657894737,0.780487805,0.35,0.425,0.317073171,0.5,0.390243902,0.744186047,0.365853659,0.536585366,0.210526316
2013-1-22,2012-13,0.56097561,0.5,0.609756098,0.243902439,0.6,0.238095238,0.428571429,0.581395349,0.375,0.625,0.511627907,0.619047619,0.761904762,0.414634146,0.65,0.684210526,0.538461538,0.447368421,0.341463415,0.641025641,0.780487805,0.35,0.414634146,0.317073171,0.487804878,0.380952381,0.75,0.365853659,0.536585366,0.230769231
2013-1-23,2012-13,0.56097561,0.487804878,0.609756098,0.243902439,0.6,0.255813953,0.428571429,0.581395349,0.390243902,0.625,0.511627907,0.619047619,0.744186047,0.414634146,0.65,0.684210526,0.55,0.447368421,0.341463415,0.641025641,0.785714286,0.341463415,0.404761905,0.317073171,0.487804878,0.380952381,0.75,0.365853659,0.536585366,0.230769231
2013-1-24,2012-13,0.571428571,0.487804878,0.619047619,0.238095238,0.609756098,0.255813953,0.428571429,0.590909091,0.380952381,0.634146341,0.5,0.604651163,0.744186047,0.404761905,0.658536585,0.692307692,0.55,0.435897436,0.333333333,0.641025641,0.76744186,0.341463415,0.404761905,0.333333333,0.5,0.372093023,0.755555556,0.357142857,0.547619048,0.225
2013-1-25,2012-13,0.571428571,0.476190476,0.619047619,0.238095238,0.609756098,0.255813953,0.428571429,0.590909091,0.380952381,0.634146341,0.5,0.604651163,0.727272727,0.404761905,0.658536585,0.692307692,0.55,0.435897436,0.333333333,0.65,0.76744186,0.333333333,0.404761905,0.348837209,0.5,0.372093023,0.755555556,0.372093023,0.547619048,0.225
2013-1-26,2012-13,0.581395349,0.465116279,0.604651163,0.238095238,0.619047619,0.272727273,0.418604651,0.590909091,0.372093023,0.619047619,0.511111111,0.604651163,0.727272727,0.418604651,0.666666667,0.7,0.536585366,0.425,0.325581395,0.65,0.772727273,0.333333333,0.404761905,0.348837209,0.5,0.363636364,0.760869565,0.372093023,0.534883721,0.243902439
